stop_id,new_stop_id
5845,1872
5846,1873
5847,1874
5848,1875
5849,1876
5850,1877
5851,1878
5852,1879
5853,1880
5854,1881
5856,1882
5857,1883
5859,1884
5863,1885
5864,1886
5865,1887
5866,1888
5867,1889
5868,1890
5869,1891
5870,1892
5871,1893
5872,1894
5873,1895
5874,1896
5875,1897
5876,1898
5877,1899
5878,1900
5879,1901
5880,1902
5881,1903
5882,1904
5883,1905
5884,1906
5885,1907
5887,1908
5889,1909
5890,1910
5891,1911
5892,1912
5893,1913
5894,1914
5895,1915
5896,1916
5897,1917
5898,1918
5899,1919
5900,1920
5901,1921
5902,1922
5903,1923
5904,1924
5905,1925
5906,1926
5907,1927
5908,1928
5909,1929
5910,1930
5911,1931
5912,1932
5913,1933
5914,1934
5915,1935
5916,1936
5917,1937
5918,1938
5919,1939
5920,1940
5921,1941
5922,1942
5923,1943
5924,1944
5925,1945
5926,1946
5930,1947
5931,1948
5932,1949
5933,1950
5940,1951
5946,1952
5947,1953
5948,1954
5949,1955
5950,1956
5951,1957
5952,1958
5953,1959
5954,1960
5955,1961
5958,1962
5960,1963
5961,1964
5962,1965
5963,1966
5964,1967
5965,1968
5966,1969
5967,1970
5968,1971
5971,1972
5972,1973
5973,1974
5974,1975
5975,1976
5976,1977
5977,1978
5978,1979
5979,1980
5980,1981
5981,1982
5982,1983
5983,1984
5984,1985
5987,1986
5988,1987
5990,1988
5991,1989
5992,1990
5993,1991
5995,1992
5996,1993
5997,1994
5999,1995
6000,1996
6002,1997
6003,1998
6004,1999
6006,2000
6007,2001
6008,2002
6009,2003
6010,2004
6011,2005
6012,2006
6013,2007
6014,2008
6015,2009
6016,2010
6017,2011
6018,2012
6019,2013
6020,2014
6021,2015
6022,2016
6023,2017
6024,2018
6026,2019
6027,2020
6034,2021
6037,2022
6038,2023
6039,2024
6040,2025
6043,2026
6045,2027
6046,2028
6054,2029
6055,2030
6056,2031
6060,2032
6061,2033
6065,2034
6066,2035
6080,2036
6082,2037
6083,2038
6084,2039
6085,2040
6086,2041
6087,2042
6088,2043
6089,2044
6090,2045
6091,2046
6092,2047
6093,2048
6094,2049
6095,2050
6098,2051
6099,2052
6104,2053
6106,2054
6107,2055
6109,2056
6111,2057
6112,2058
6113,2059
6114,2060
6116,2061
6117,2062
6118,2063
6119,2064
6120,2065
6121,2066
6122,2067
6123,2068
6124,2069
6125,2070
6126,2071
6127,2072
6129,2073
6135,2074
6136,2075
6137,2076
6139,2077
6140,2078
6141,2079
6142,2080
6143,2081
6144,2082
6145,2083
6146,2084
6147,2085
6148,2086
6149,2087
6150,2088
6151,2089
6152,2090
6153,2091
6154,2092
6155,2093
6156,2094
6157,2095
6158,2096
6159,2097
6160,2098
6161,2099
6162,2100
6163,2101
6165,2102
6166,2103
6167,2104
6168,2105
6169,2106
6170,2107
6171,2108
6181,2109
6182,2110
6184,2111
6185,2112
6186,2113
6187,2114
6188,2115
